Date,Portfolio,Portfolio Returns,Index Returns,Over Index
2019-06-22,"['ATVI', 'NVDA', 'SPLK', 'CTSH', 'WDAY', 'NXPI', 'AEP', 'SIRI', 'CERN', 'PCAR', 'LRCX', 'ADSK', 'HON', 'FB', 'CHTR', 'CMCSA']",10.89,9.38,1
2019-06-23,"['GOOG', 'SWKS', 'ATVI', 'NVDA', 'LULU', 'AMGN', 'WDAY', 'NXPI', 'AEP', 'FB', 'CHTR', 'ADSK', 'CERN', 'HON', 'PCAR', 'CMCSA']",12.42,9.6,1
2019-06-26,"['GOOG', 'WDAY', 'SWKS', 'NVDA', 'CTSH', 'LRCX', 'CTAS', 'AEP', 'ATVI', 'FB', 'ADSK', 'HON', 'CERN', 'CHTR', 'PCAR', 'CMCSA']",10.56,9.92,1
2019-06-27,"['LRCX', 'SWKS', 'NVDA', 'JD', 'CTSH', 'CERN', 'WDAY', 'CTAS', 'AEP', 'CHTR', 'FB', 'MELI', 'HON', 'ADSK', 'PCAR', 'CMCSA']",17.35,9.98,1
2019-06-28,"['CTSH', 'NXPI', 'AMGN', 'CHTR', 'AEP', 'ATVI', 'LRCX', 'WDAY', 'GOOG', 'FB', 'HON', 'ADSK', 'PCAR', 'CMCSA', 'SIRI', 'CERN']",10.07,11.72,0
2019-06-29,"['GOOG', 'AMGN', 'CTAS', 'SIRI', 'AEP', 'MCHP', 'DLTR', 'MELI', 'WDAY', 'LRCX', 'CHTR', 'FB', 'ADSK', 'HON', 'CMCSA', 'PCAR']",22.4,10.99,1
2019-06-30,"['SWKS', 'DLTR', 'SBUX', 'LRCX', 'AEP', 'CTAS', 'CHTR', 'MELI', 'NXPI', 'CERN', 'FB', 'ADSK', 'HON', 'SIRI', 'CMCSA', 'PCAR']",23.37,10.72,1
2019-07-03,"['NXPI', 'NVDA', 'SWKS', 'CTAS', 'AMGN', 'GOOG', 'CERN', 'AEP', 'HON', 'AVGO', 'SIRI', 'FB', 'ADSK', 'CHTR', 'CMCSA', 'PCAR']",9.31,11.79,0
2019-07-04,"['SWKS', 'GOOG', 'MELI', 'TXN', 'MCHP', 'NXPI', 'AEP', 'SIRI', 'HON', 'FB', 'VRTX', 'ADSK', 'CHTR', 'AVGO', 'CMCSA', 'PCAR']",14.44,13.7,1
2019-07-06,"['TXN', 'NXPI', 'SWKS', 'NTES', 'NVDA', 'AVGO', 'HON', 'WDAY', 'SIRI', 'AEP', 'CTAS', 'CHTR', 'FB', 'PCAR', 'ADSK', 'CMCSA']",11.03,12.26,0
2019-07-07,"['TXN', 'WBA', 'DLTR', 'MDLZ', 'SWKS', 'NVDA', 'SIRI', 'HON', 'CHTR', 'FB', 'PCAR', 'AEP', 'SBUX', 'ADSK', 'CTAS', 'CMCSA']",14.07,10.7,1
2019-07-10,"['SWKS', 'NVDA', 'AVGO', 'DLTR', 'ATVI', 'NXPI', 'FB', 'SIRI', 'AEP', 'EXC', 'CHTR', 'ADSK', 'CTAS', 'LRCX', 'HON', 'CMCSA']",6.89,9.6,0
2019-07-11,"['NXPI', 'MELI', 'SWKS', 'EXC', 'NVDA', 'WBA', 'ATVI', 'FB', 'SIRI', 'AEP', 'CHTR', 'ADSK', 'HON', 'CERN', 'LRCX', 'CMCSA']",9.0,10.53,0
2019-07-12,"['SBUX', 'CERN', 'SWKS', 'SIRI', 'DLTR', 'LRCX', 'NVDA', 'MCHP', 'FB', 'PCAR', 'AEP', 'AVGO', 'CHTR', 'ADSK', 'HON', 'CMCSA']",15.26,10.96,1
2019-07-13,"['SBUX', 'SWKS', 'LRCX', 'ATVI', 'NVDA', 'CTAS', 'FB', 'WBA', 'CERN', 'AEP', 'CHTR', 'EXC', 'SIRI', 'ADSK', 'HON', 'CMCSA']",11.18,9.81,1
2019-07-14,"['CDNS', 'CTAS', 'WBA', 'SWKS', 'NXPI', 'DLTR', 'NVDA', 'AEP', 'MELI', 'CHTR', 'SIRI', 'ADSK', 'EXC', 'HON', 'FB', 'CMCSA']",16.81,9.73,1
2019-07-17,"['MELI', 'NXPI', 'CHTR', 'CTAS', 'SWKS', 'WBA', 'NVDA', 'SIRI', 'CERN', 'SPLK', 'FB', 'AEP', 'ADSK', 'HON', 'EXC', 'CMCSA']",13.11,9.78,1
2019-07-18,"['CTAS', 'SWKS', 'LRCX', 'NVDA', 'CHTR', 'CERN', 'MELI', 'AEP', 'SIRI', 'AVGO', 'HON', 'ADSK', 'FB', 'NXPI', 'EXC', 'CMCSA']",15.51,8.68,1
2019-07-19,"['FB', 'SPLK', 'MELI', 'CHTR', 'SWKS', 'NVDA', 'NXPI', 'PCAR', 'AEP', 'AVGO', 'SIRI', 'ADSK', 'HON', 'EXC', 'CERN', 'CMCSA']",16.74,8.98,1
2019-07-20,"['CERN', 'SWKS', 'NVDA', 'MELI', 'SPLK', 'AEP', 'AVGO', 'NXPI', 'FB', 'CTAS', 'HON', 'ADSK', 'EXC', 'SIRI', 'CMCSA', 'CHTR']",16.59,8.75,1
2019-07-21,"['CHKP', 'SWKS', 'NVDA', 'LRCX', 'AVGO', 'AEP', 'CTAS', 'NXPI', 'CERN', 'SIRI', 'MELI', 'ADSK', 'EXC', 'FB', 'CHTR', 'CMCSA']",15.89,8.77,1
2019-07-24,"['LRCX', 'NVDA', 'SWKS', 'MELI', 'CTAS', 'AVGO', 'HON', 'AEP', 'SIRI', 'CHKP', 'CERN', 'ADSK', 'NXPI', 'CHTR', 'EXC', 'CMCSA']",17.3,9.9,1
2019-07-25,"['CTAS', 'INTC', 'CDNS', 'NVDA', 'SWKS', 'MELI', 'AEP', 'CERN', 'ADSK', 'SIRI', 'HON', 'CHTR', 'AVGO', 'NXPI', 'EXC', 'CMCSA']",20.72,10.19,1
2019-07-26,"['AMGN', 'NVDA', 'SWKS', 'INTC', 'AEP', 'HON', 'AVGO', 'FB', 'ADSK', 'MELI', 'CHTR', 'NXPI', 'CERN', 'SIRI', 'CMCSA', 'EXC']",15.79,7.84,1
2019-07-27,"['AMAT', 'AMGN', 'GOOG', 'AEP', 'HON', 'SIRI', 'LRCX', 'ADSK', 'CERN', 'NXPI', 'MELI', 'CHTR', 'EXC', 'AVGO', 'FB', 'CMCSA']",19.72,10.39,1
2019-07-28,"['CERN', 'NVDA', 'SWKS', 'INTC', 'HON', 'LULU', 'AEP', 'MELI', 'EXC', 'ADSK', 'FB', 'CHTR', 'SIRI', 'AVGO', 'NXPI', 'CMCSA']",19.78,11.74,1
2019-07-31,"['CTAS', 'LULU', 'NVDA', 'SWKS', 'CERN', 'LRCX', 'HON', 'INTC', 'AEP', 'SIRI', 'ADSK', 'FB', 'AVGO', 'NXPI', 'EXC', 'CMCSA']",15.26,12.38,1
2019-08-01,"['INTC', 'MELI', 'SWKS', 'HON', 'LULU', 'LRCX', 'AEP', 'NXPI', 'NVDA', 'PEP', 'EXC', 'ADSK', 'SIRI', 'FB', 'AVGO', 'CMCSA']",15.59,10.23,1
2019-08-02,"['NXPI', 'LRCX', 'LULU', 'CHTR', 'HON', 'AEP', 'NVDA', 'KLAC', 'PEP', 'ADSK', 'AVGO', 'FB', 'BIDU', 'SIRI', 'EXC', 'CMCSA']",8.39,9.35,0
2019-08-03,"['COST', 'KLAC', 'SWKS', 'SIRI', 'LRCX', 'HON', 'AEP', 'CHTR', 'NXPI', 'MU', 'NVDA', 'ADSK', 'AVGO', 'EXC', 'FB', 'CMCSA']",6.35,6.52,0
2019-08-04,"['PCAR', 'INTC', 'MELI', 'KLAC', 'CTSH', 'LRCX', 'SWKS', 'MU', 'AEP', 'EXC', 'SIRI', 'NVDA', 'ADSK', 'NXPI', 'CMCSA', 'AVGO']",5.67,6.21,0
2019-08-07,"['CHTR', 'LRCX', 'INCY', 'SWKS', 'AEP', 'HON', 'NVDA', 'SIRI', 'NXPI', 'BIDU', 'MELI', 'ADSK', 'AVGO', 'MU', 'WBA', 'CMCSA']",3.35,3.49,0
2019-08-08,"['NVDA', 'SWKS', 'LRCX', 'AEP', 'CHTR', 'NXPI', 'SIRI', 'MELI', 'ATVI', 'HON', 'ADSK', 'MU', 'BIDU', 'CMCSA', 'AVGO', 'TXN']",0.75,3.67,0
2019-08-09,"['NVDA', 'SWKS', 'NXPI', 'LRCX', 'MAR', 'HON', 'GOOG', 'SIRI', 'AEP', 'CHTR', 'ATVI', 'ADSK', 'BIDU', 'TXN', 'CMCSA', 'AVGO']",1.21,5.72,0
2019-08-10,"['SWKS', 'WBA', 'SIRI', 'PCAR', 'ATVI', 'LRCX', 'NXPI', 'AEP', 'PEP', 'GOOG', 'KLAC', 'ADSK', 'BIDU', 'AVGO', 'TXN', 'CMCSA']",0.76,4.84,0
2019-08-11,"['MCHP', 'MRVL', 'SWKS', 'ATVI', 'AVGO', 'PCAR', 'AEP', 'NVDA', 'GOOG', 'TXN', 'NXPI', 'ADSK', 'KLAC', 'SIRI', 'BIDU', 'CMCSA']",-0.26,5.61,0
2019-08-14,"['AVGO', 'SIRI', 'AEP', 'NVDA', 'WBA', 'TXN', 'ATVI', 'PEP', 'ADSK', 'KLAC', 'MRVL', 'GOOG', 'NXPI', 'CHTR', 'BIDU', 'CMCSA']",3.57,6.76,0
2019-08-15,"['CTSH', 'SWKS', 'HON', 'MU', 'GOOG', 'SIRI', 'NVDA', 'AEP', 'TXN', 'ATVI', 'AVGO', 'ADSK', 'NXPI', 'KLAC', 'BIDU', 'CMCSA']",-4.16,3.15,0
2019-08-16,"['PEP', 'MELI', 'ATVI', 'CTSH', 'NVDA', 'AEP', 'SIRI', 'MRVL', 'AVGO', 'MU', 'TXN', 'ADSK', 'BIDU', 'NXPI', 'CHTR', 'CMCSA']",4.69,4.25,1
2019-08-17,"['HON', 'MRVL', 'CTSH', 'BIDU', 'NVDA', 'AEP', 'MU', 'KLAC', 'FB', 'MELI', 'SIRI', 'ADSK', 'CHTR', 'TXN', 'NXPI', 'CMCSA']",8.86,5.53,1
2019-08-18,"['SWKS', 'SIRI', 'HON', 'MRVL', 'NVDA', 'CTSH', 'AEP', 'ATVI', 'MU', 'TXN', 'ADSK', 'CHTR', 'BIDU', 'NXPI', 'FB', 'CMCSA']",-2.96,5.51,0
2019-08-21,"['CTAS', 'AMAT', 'CTSH', 'BIDU', 'MRVL', 'NVDA', 'AEP', 'MU', 'HON', 'ADSK', 'NXPI', 'CHTR', 'FB', 'ATVI', 'TXN', 'CMCSA']",2.19,6.41,0
2019-08-22,"['MRVL', 'SWKS', 'PEP', 'ATVI', 'NVDA', 'AEP', 'MU', 'HON', 'CHTR', 'TXN', 'SIRI', 'ADSK', 'FB', 'NXPI', 'CMCSA', 'BIDU']",1.24,6.93,0
2019-08-23,"['NVDA', 'MELI', 'KLAC', 'AEP', 'SIRI', 'MU', 'ADSK', 'HON', 'SPLK', 'AMAT', 'TXN', 'NXPI', 'BIDU', 'FB', 'CHTR', 'CMCSA']",5.63,6.22,0
2019-08-24,"['MRVL', 'MU', 'SPLK', 'AEP', 'SIRI', 'KLAC', 'FB', 'ADSK', 'ATVI', 'AMAT', 'MELI', 'TXN', 'NXPI', 'BIDU', 'CHTR', 'CMCSA']",2.77,3.2,0
2019-08-25,"['EBAY', 'SWKS', 'HON', 'SIRI', 'ATVI', 'MU', 'AEP', 'KLAC', 'ADSK', 'CHTR', 'CMCSA', 'BIDU', 'AMAT', 'NXPI', 'FB', 'TXN']",-2.35,2.27,0
2019-08-28,"['MRVL', 'BIDU', 'MCHP', 'FB', 'HON', 'MELI', 'CHTR', 'MU', 'EXC', 'AEP', 'SIRI', 'ADSK', 'CMCSA', 'LRCX', 'NXPI', 'TXN']",5.48,2.55,1
2019-08-29,"['CHTR', 'MELI', 'BIDU', 'MU', 'AMAT', 'EXC', 'MCHP', 'AEP', 'AVGO', 'SIRI', 'ADSK', 'FB', 'CMCSA', 'LRCX', 'NXPI', 'TXN']",8.02,2.76,1
2019-08-30,"['BKNG', 'CHKP', 'PEP', 'MU', 'KLAC', 'CHTR', 'AEP', 'LRCX', 'SIRI', 'ADSK', 'BIDU', 'AVGO', 'CMCSA', 'FB', 'NXPI', 'TXN']",6.42,3.14,1
2019-08-31,"['CHTR', 'FB', 'SIRI', 'MRVL', 'MCHP', 'AEP', 'MU', 'PEP', 'LRCX', 'KLAC', 'ADSK', 'AVGO', 'NXPI', 'BIDU', 'TXN', 'CMCSA']",8.32,3.07,1
2019-09-01,"['MELI', 'ATVI', 'EXC', 'MRVL', 'CHTR', 'AEP', 'MU', 'LRCX', 'KLAC', 'ADSK', 'NXPI', 'TXN', 'BIDU', 'AVGO', 'CMCSA', 'FB']",12.32,2.95,1
2019-09-05,"['NVDA', 'KLAC', 'CTSH', 'DLTR', 'CHTR', 'AEP', 'SIRI', 'MELI', 'NXPI', 'ADSK', 'AMAT', 'TXN', 'BIDU', 'FB', 'CMCSA', 'AVGO']",13.0,3.85,1
2019-09-06,"['SWKS', 'NVDA', 'MRVL', 'SPLK', 'KLAC', 'AEP', 'SIRI', 'MELI', 'ADSK', 'TXN', 'AMAT', 'NXPI', 'AVGO', 'FB', 'BIDU', 'CMCSA']",12.11,6.97,1
2019-09-07,"['SWKS', 'INTC', 'NVDA', 'AEP', 'CTSH', 'BKNG', 'CHTR', 'NXPI', 'FB', 'ADSK', 'BIDU', 'SIRI', 'TXN', 'AMAT', 'AVGO', 'CMCSA']",4.58,7.77,0
2019-09-08,"['FB', 'DLTR', 'MELI', 'NVDA', 'AEP', 'BKNG', 'SIRI', 'CHTR', 'CTSH', 'SWKS', 'NXPI', 'ADSK', 'AMAT', 'CMCSA', 'TXN', 'BIDU']",10.49,8.15,1
2019-09-11,"['PEP', 'CTSH', 'MCHP', 'INTC', 'BKNG', 'NVDA', 'FB', 'SWKS', 'CHTR', 'ADSK', 'NXPI', 'AMAT', 'SIRI', 'CMCSA', 'BIDU', 'TXN']",5.76,7.32,0
2019-09-12,"['AVGO', 'BKNG', 'CTSH', 'AMGN', 'FB', 'LRCX', 'SIRI', 'NVDA', 'SWKS', 'CHTR', 'ADSK', 'NXPI', 'AMAT', 'BIDU', 'CMCSA', 'TXN']",7.8,7.49,1
2019-09-13,"['NVDA', 'CTSH', 'SWKS', 'SIRI', 'LRCX', 'CHTR', 'EBAY', 'PEP', 'ADSK', 'BKNG', 'MU', 'NXPI', 'AMAT', 'CMCSA', 'BIDU', 'TXN']",8.48,8.2,1
2019-09-14,"['CTSH', 'MELI', 'DLTR', 'EBAY', 'NVDA', 'SWKS', 'NTES', 'AMAT', 'INTC', 'MCHP', 'ADSK', 'NXPI', 'CMCSA', 'SIRI', 'BIDU', 'TXN']",12.3,6.77,1
2019-09-15,"['ALGN', 'MCHP', 'AMGN', 'SWKS', 'NVDA', 'AMAT', 'BIDU', 'MELI', 'CTSH', 'PEP', 'SIRI', 'ADSK', 'NTES', 'CMCSA', 'NXPI', 'TXN']",5.54,7.06,0
2019-09-18,"['CHKP', 'CDNS', 'EBAY', 'AMAT', 'AMGN', 'NVDA', 'SWKS', 'MELI', 'CTSH', 'TXN', 'ADSK', 'NTES', 'SIRI', 'SPLK', 'CMCSA', 'NXPI']",12.41,8.54,1
2019-09-19,"['ATVI', 'MCHP', 'CHKP', 'AMGN', 'CDNS', 'CTSH', 'SWKS', 'PEP', 'AMAT', 'NVDA', 'ADSK', 'CMCSA', 'SIRI', 'NTES', 'NXPI', 'SPLK']",3.86,7.67,0
2019-09-20,"['FB', 'MCHP', 'SIRI', 'BKNG', 'AMAT', 'CTSH', 'BIDU', 'TXN', 'NVDA', 'PEP', 'SPLK', 'NTES', 'ADSK', 'NXPI', 'CMCSA', 'EXC']",4.14,7.91,0
2019-09-21,"['CTSH', 'BKNG', 'MELI', 'NVDA', 'EBAY', 'SPLK', 'TXN', 'SIRI', 'FB', 'NTES', 'NXPI', 'ADSK', 'CMCSA', 'EXC', 'BIDU', 'AMAT']",8.17,5.75,1
2019-09-22,"['CTSH', 'FB', 'CHKP', 'SBUX', 'SWKS', 'SIRI', 'BIDU', 'BKNG', 'NVDA', 'CMCSA', 'NXPI', 'ADSK', 'TXN', 'SPLK', 'NTES', 'EXC']",3.65,6.3,0
2019-09-25,"['CTAS', 'SWKS', 'SIRI', 'SBUX', 'NTES', 'AMAT', 'MELI', 'NVDA', 'FB', 'TXN', 'SPLK', 'ADSK', 'NXPI', 'BIDU', 'EXC', 'CMCSA']",11.38,4.71,1
2019-09-26,"['PEP', 'SWKS', 'AMAT', 'CTSH', 'CTAS', 'KDP', 'MRVL', 'TXN', 'NVDA', 'SPLK', 'FB', 'ADSK', 'NXPI', 'BIDU', 'EXC', 'CMCSA']",7.14,5.7,1
2019-09-27,"['CDNS', 'CTAS', 'CHTR', 'CTSH', 'NVDA', 'SIRI', 'DLTR', 'LRCX', 'FB', 'ADSK', 'SPLK', 'BIDU', 'NXPI', 'AMAT', 'CMCSA', 'EXC']",12.34,5.26,1
2019-09-28,"['CHKP', 'SPLK', 'CHTR', 'SWKS', 'CTSH', 'NVDA', 'CDNS', 'TXN', 'SIRI', 'FB', 'DLTR', 'BIDU', 'ADSK', 'EXC', 'CMCSA', 'NXPI']",3.14,3.17,0
2019-09-29,"['CTSH', 'SWKS', 'MELI', 'CDNS', 'SPLK', 'NVDA', 'AMAT', 'TXN', 'SIRI', 'NTES', 'BIDU', 'FB', 'EXC', 'ADSK', 'NXPI', 'CMCSA']",6.16,3.19,1
2019-10-02,"['CHKP', 'CTSH', 'CTAS', 'FB', 'DLTR', 'NVDA', 'MELI', 'TXN', 'CDNS', 'SIRI', 'BIDU', 'ADSK', 'EXC', 'SPLK', 'NXPI', 'CMCSA']",8.69,3.13,1
2019-10-03,"['ADI', 'NTES', 'KDP', 'CTSH', 'NVDA', 'FB', 'CDNS', 'SWKS', 'EXC', 'CTAS', 'TXN', 'AMAT', 'BIDU', 'SIRI', 'CMCSA', 'NXPI']",8.74,1.63,1
2019-10-04,"['CPRT', 'DLTR', 'ADI', 'FB', 'CTSH', 'NVDA', 'CTAS', 'GOOG', 'SWKS', 'TXN', 'BIDU', 'NXPI', 'AMAT', 'SIRI', 'EXC', 'CMCSA']",11.42,2.62,1
2019-10-05,"['ADI', 'JD', 'CTSH', 'NVDA', 'DLTR', 'NTES', 'CTAS', 'CDNS', 'GOOG', 'FB', 'BIDU', 'AMAT', 'NXPI', 'SIRI', 'EXC', 'CMCSA']",15.23,6.01,1
2019-10-06,"['MCHP', 'CTSH', 'TXN', 'CTAS', 'CDNS', 'NTES', 'DLTR', 'COST', 'LRCX', 'SWKS', 'AMAT', 'BIDU', 'SIRI', 'EXC', 'NXPI', 'CMCSA']",22.17,7.24,1
2019-10-09,"['CTAS', 'EXC', 'CTSH', 'SPLK', 'LRCX', 'SWKS', 'SIRI', 'ALGN', 'AVGO', 'CDNS', 'TXN', 'AMAT', 'BIDU', 'NXPI', 'PCAR', 'CMCSA']",14.64,6.05,1
2019-10-10,"['SPLK', 'EXC', 'TXN', 'LRCX', 'SWKS', 'CTAS', 'BIDU', 'DLTR', 'CDNS', 'SIRI', 'ALGN', 'AMAT', 'GOOG', 'PCAR', 'NXPI', 'CMCSA']",20.88,6.7,1
2019-10-11,"['SIRI', 'FB', 'CTAS', 'MU', 'ADI', 'AMAT', 'INTC', 'BIDU', 'PCAR', 'CDNS', 'CTSH', 'SNPS', 'NXPI', 'EXC', 'GOOG', 'CMCSA']",18.97,11.87,1
2019-10-12,"['LRCX', 'AVGO', 'PCAR', 'HON', 'MU', 'CTAS', 'AMAT', 'BIDU', 'ADI', 'SNPS', 'CDNS', 'CTSH', 'NXPI', 'EXC', 'GOOG', 'CMCSA']",25.19,14.4,1
2019-10-13,"['CHTR', 'MCHP', 'SWKS', 'CTAS', 'INTC', 'PAYX', 'MNST', 'CDNS', 'ADI', 'AMAT', 'BIDU', 'NXPI', 'GOOG', 'EXC', 'PCAR', 'CMCSA']",20.84,11.62,1
2019-10-16,"['DLTR', 'SIRI', 'SWKS', 'CTAS', 'CTSH', 'INTC', 'ADI', 'BIDU', 'AMAT', 'FB', 'PCAR', 'NXPI', 'PAYX', 'EXC', 'CMCSA', 'GOOG']",16.25,14.09,1
2019-10-17,"['SIRI', 'LRCX', 'AVGO', 'CDNS', 'HON', 'SWKS', 'CTSH', 'MNST', 'GOOG', 'CMCSA', 'AMAT', 'FB', 'ALGN', 'BIDU', 'EXC', 'PCAR']",13.68,10.93,1
2019-10-18,"['MU', 'SWKS', 'MNST', 'SIRI', 'HON', 'AVGO', 'ADI', 'INTC', 'CMCSA', 'GOOG', 'ALGN', 'FB', 'BIDU', 'EXC', 'PCAR', 'NXPI']",10.73,11.16,0
2019-10-19,"['SWKS', 'SIRI', 'AVGO', 'BIDU', 'FB', 'ADI', 'CMCSA', 'HON', 'INTC', 'AMAT', 'MU', 'PCAR', 'PAYX', 'EXC', 'NXPI', 'GOOG']",16.27,12.51,1
2019-10-20,"['AVGO', 'MNST', 'ALGN', 'PCAR', 'ADI', 'MCHP', 'BIDU', 'AMAT', 'SIRI', 'INTC', 'PAYX', 'CMCSA', 'MU', 'GOOG', 'TXN', 'NXPI']",17.57,12.61,1
2019-10-23,"['MCHP', 'ADI', 'NTES', 'MNST', 'PAYX', 'AMAT', 'LRCX', 'EXC', 'MU', 'BIDU', 'INTC', 'AVGO', 'NXPI', 'PCAR', 'GOOG', 'CMCSA']",30.82,12.18,1
2019-10-24,"['MNST', 'PAYX', 'ALGN', 'SIRI', 'ADI', 'FB', 'NTES', 'LRCX', 'MCHP', 'EXC', 'BIDU', 'AVGO', 'GOOG', 'PCAR', 'NXPI', 'CMCSA']",21.93,12.74,1
2019-10-25,"['AMAT', 'FB', 'TXN', 'COST', 'ADI', 'AVGO', 'CTSH', 'BIDU', 'PAYX', 'NXPI', 'INTC', 'PCAR', 'HON', 'GOOG', 'ASML', 'CMCSA']",26.89,18.29,1
2019-10-26,"['ADI', 'TXN', 'AMAT', 'BIDU', 'EXC', 'INTC', 'ROST', 'AVGO', 'CTSH', 'PAYX', 'MCHP', 'MU', 'HON', 'PCAR', 'CMCSA', 'NXPI']",26.65,15.63,1
2019-10-27,"['ADI', 'MCHP', 'TXN', 'PCAR', 'EXC', 'HON', 'BIDU', 'INTC', 'AMAT', 'PAYX', 'AVGO', 'CTSH', 'CHTR', 'NXPI', 'GOOG', 'CMCSA']",24.5,18.2,1
2019-10-30,"['PEP', 'ATVI', 'AMAT', 'MCHP', 'ROST', 'SGEN', 'TXN', 'INTC', 'PAYX', 'CTSH', 'HON', 'AVGO', 'CMCSA', 'CERN', 'GOOG', 'NXPI']",26.95,20.47,1
2019-10-31,"['SWKS', 'PAYX', 'BIDU', 'MELI', 'AMAT', 'CMCSA', 'MCHP', 'PEP', 'PCAR', 'MU', 'HON', 'AVGO', 'ROST', 'CTSH', 'GOOG', 'CERN']",19.21,19.31,0
2019-11-01,"['SWKS', 'PEP', 'EXC', 'ROST', 'ALGN', 'PAYX', 'GOOG', 'FB', 'AMAT', 'AVGO', 'MCHP', 'CMCSA', 'HON', 'INTC', 'PCAR', 'CERN']",22.33,17.01,1
2019-11-02,"['CTAS', 'ROST', 'HON', 'FB', 'SIRI', 'PAYX', 'LRCX', 'CTSH', 'MCHP', 'CERN', 'CMCSA', 'COST', 'AMAT', 'AVGO', 'EXC', 'PCAR']",28.82,16.59,1
2019-11-03,"['SNPS', 'MELI', 'DLTR', 'SWKS', 'INTC', 'AMAT', 'FB', 'LRCX', 'CTAS', 'EXC', 'CMCSA', 'GOOG', 'AVGO', 'PCAR', 'CERN', 'PAYX']",33.34,18.15,1
2019-11-06,"['ROST', 'CTSH', 'MCHP', 'SWKS', 'MELI', 'FB', 'BIDU', 'AMAT', 'CTAS', 'CMCSA', 'PEP', 'CERN', 'AVGO', 'PCAR', 'GOOG', 'PAYX']",21.12,19.07,1
2019-11-07,"['PEP', 'SWKS', 'ALGN', 'INTC', 'FB', 'MCHP', 'CTSH', 'LRCX', 'GOOG', 'AMAT', 'CTAS', 'PAYX', 'AVGO', 'CMCSA', 'CERN', 'PCAR']",26.34,18.09,1
2019-11-08,"['MELI', 'CTSH', 'EBAY', 'ALGN', 'MCHP', 'GOOG', 'AMAT', 'FB', 'BIDU', 'AVGO', 'ATVI', 'CMCSA', 'LRCX', 'CERN', 'PAYX', 'PCAR']",24.27,15.29,1
2019-11-09,"['EXC', 'JD', 'ALGN', 'CTAS', 'FB', 'CTSH', 'AMAT', 'PAYX', 'TXN', 'CMCSA', 'LRCX', 'GOOG', 'CERN', 'MCHP', 'ATVI', 'PCAR']",30.9,16.33,1
2019-11-10,"['MU', 'EXC', 'PEP', 'ALGN', 'BIDU', 'FB', 'AMAT', 'AVGO', 'CMCSA', 'CTSH', 'PCAR', 'CTAS', 'MCHP', 'CERN', 'GOOG', 'ATVI']",21.29,18.01,1
2019-11-13,"['EXC', 'INTC', 'CTSH', 'SIRI', 'MU', 'BIDU', 'CMCSA', 'MCHP', 'PAYX', 'AVGO', 'GOOG', 'AMAT', 'CTAS', 'PCAR', 'CERN', 'ATVI']",19.85,21.19,0
2019-11-14,"['MELI', 'CTSH', 'INTC', 'PAYX', 'MU', 'AMAT', 'SIRI', 'SGEN', 'CMCSA', 'BIDU', 'AVGO', 'CTAS', 'CERN', 'ATVI', 'GOOG', 'PCAR']",24.93,21.13,1
2019-11-15,"['ROST', 'INTC', 'SGEN', 'BIDU', 'CTSH', 'CMCSA', 'SIRI', 'AMAT', 'EXC', 'AVGO', 'CTAS', 'CERN', 'ATVI', 'PCAR', 'PAYX', 'GOOG']",21.42,21.82,0
2019-11-16,"['BIIB', 'HON', 'CTAS', 'AMAT', 'MELI', 'SIRI', 'CMCSA', 'FB', 'ATVI', 'MCHP', 'BIDU', 'GOOG', 'AVGO', 'PAYX', 'CERN', 'PCAR']",26.5,20.8,1
2019-11-17,"['PAYX', 'HON', 'BIIB', 'MRVL', 'FB', 'CTAS', 'AMAT', 'CMCSA', 'MELI', 'AVGO', 'GOOG', 'BIDU', 'MCHP', 'ATVI', 'PCAR', 'CERN']",31.62,21.15,1
2019-11-20,"['BIIB', 'CTAS', 'AMAT', 'AVGO', 'BIDU', 'SIRI', 'CMCSA', 'CPRT', 'MU', 'CTSH', 'CERN', 'ROST', 'PCAR', 'PAYX', 'MCHP', 'GOOG']",25.54,24.63,1
2019-11-21,"['MU', 'SIRI', 'AMAT', 'MELI', 'CERN', 'ROST', 'CTSH', 'EXC', 'PAYX', 'AVGO', 'HON', 'MCHP', 'PCAR', 'CMCSA', 'BIDU', 'GOOG']",24.12,25.82,0
2019-11-22,"['AVGO', 'ROST', 'PCAR', 'BIDU', 'MU', 'HON', 'PEP', 'PAYX', 'EXC', 'AMAT', 'CERN', 'ATVI', 'CMCSA', 'MCHP', 'GOOG', 'SNPS']",21.95,24.83,0
2019-11-24,"['BKNG', 'MU', 'AMAT', 'ATVI', 'PEP', 'HON', 'BIDU', 'SNPS', 'PCAR', 'CMCSA', 'PAYX', 'CTSH', 'MCHP', 'CERN', 'GOOG', 'EXC']",17.21,25.62,0
2019-11-27,"['ROST', 'BIIB', 'MU', 'CTAS', 'ATVI', 'HON', 'CTSH', 'PAYX', 'PCAR', 'CERN', 'CMCSA', 'SNPS', 'MCHP', 'AVGO', 'GOOG', 'EXC']",20.09,24.69,0
2019-11-28,"['BIIB', 'MU', 'EXC', 'ALGN', 'ROST', 'HON', 'ATVI', 'AVGO', 'CERN', 'CTAS', 'CTSH', 'CMCSA', 'PCAR', 'SNPS', 'MCHP', 'GOOG']",21.62,25.05,0
2019-11-29,"['MELI', 'BIIB', 'EXC', 'HON', 'TXN', 'CERN', 'BIDU', 'SNPS', 'CMCSA', 'FB', 'AVGO', 'CTAS', 'ATVI', 'MCHP', 'PCAR', 'LRCX']",25.71,21.83,1
