Date,Portfolio,Portfolio Returns,Index Returns,Over Index
2020-06-14,"['MCHP', 'FISV', 'CTAS', 'CMCSA', 'LRCX', 'AMD', 'WBA', 'SWKS', 'AMAT', 'NTES', 'AEP', 'ADI', 'BIDU', 'SIRI', 'TXN', 'MNST']",23.54,30.61,0
2020-06-15,"['KDP', 'ASML', 'CTAS', 'MCHP', 'SWKS', 'AEP', 'AMAT', 'CTSH', 'NTES', 'ADI', 'SIRI', 'BIDU', 'LRCX', 'INTC', 'TXN', 'MNST']",21.88,31.04,0
2020-06-18,"['WBA', 'CMCSA', 'CTSH', 'SWKS', 'AEP', 'BIDU', 'AMAT', 'NTES', 'ADI', 'AMD', 'CTAS', 'SIRI', 'INTC', 'MNST', 'LRCX', 'TXN']",22.59,33.69,0
2020-06-19,"['FAST', 'BIDU', 'KDP', 'WBA', 'LRCX', 'CMCSA', 'AEP', 'AMAT', 'AMD', 'AMGN', 'ADI', 'NTES', 'CTAS', 'SWKS', 'MNST', 'TXN']",23.35,32.5,0
2020-06-20,"['SIRI', 'BIDU', 'INTC', 'LRCX', 'CMCSA', 'CTSH', 'MCHP', 'CTAS', 'AEP', 'ADI', 'AMGN', 'NTES', 'SWKS', 'AMD', 'MNST', 'TXN']",23.52,32.11,0
2020-06-21,"['AAPL', 'AMGN', 'BIDU', 'AMAT', 'AEP', 'MCHP', 'WBA', 'LRCX', 'ADI', 'NTES', 'MNST', 'CMCSA', 'SWKS', 'AMD', 'CTAS', 'TXN']",29.16,31.18,0
2020-06-22,"['WBA', 'MCHP', 'AAPL', 'BIDU', 'AMAT', 'KDP', 'AEP', 'LRCX', 'SIRI', 'ADI', 'NTES', 'AMD', 'SWKS', 'ORLY', 'CTAS', 'TXN']",30.23,31.33,0
2020-06-25,"['AMGN', 'AMAT', 'LRCX', 'KDP', 'INTC', 'MCHP', 'AMD', 'BIDU', 'SIRI', 'ADI', 'ORLY', 'SWKS', 'WBA', 'AEP', 'NTES', 'TXN']",24.4,31.36,0
2020-06-26,"['AAPL', 'MTCH', 'SIRI', 'BKNG', 'WBA', 'KDP', 'AMD', 'CTAS', 'ADI', 'BIDU', 'NTES', 'MCHP', 'SWKS', 'AEP', 'TXN', 'LRCX']",25.58,34.03,0
2020-06-27,"['MTCH', 'GOOG', 'BKNG', 'BIDU', 'AMD', 'LRCX', 'AMGN', 'ADI', 'WBA', 'CTAS', 'NTES', 'SWKS', 'AEP', 'INTC', 'TXN', 'MCHP']",23.26,31.2,0
2020-06-28,"['NTES', 'CTSH', 'MTCH', 'CMCSA', 'AMGN', 'GOOG', 'SWKS', 'SIRI', 'LRCX', 'ADI', 'CTAS', 'AEP', 'WBA', 'BIDU', 'TXN', 'MCHP']",14.93,30.82,0
2020-06-29,"['AMAT', 'WBA', 'CMCSA', 'MU', 'CTSH', 'MTCH', 'SWKS', 'BIDU', 'ADI', 'KDP', 'CTAS', 'LRCX', 'MCHP', 'AEP', 'TXN', 'INTC']",12.44,30.69,0
2020-07-02,"['CTSH', 'NTES', 'AMAT', 'CMCSA', 'AMGN', 'MU', 'MCHP', 'KDP', 'EXC', 'INTC', 'ADI', 'BIDU', 'LRCX', 'WBA', 'AEP', 'TXN']",12.15,33.56,0
2020-07-03,"['ORLY', 'AMGN', 'CTAS', 'AMD', 'MCHP', 'LRCX', 'ADI', 'BIDU', 'EXC', 'AMAT', 'WBA', 'SWKS', 'INTC', 'AEP', 'TXN', 'ROST']",18.64,33.84,0
2020-07-04,"['AMAT', 'NTES', 'MNST', 'KDP', 'LRCX', 'ROST', 'WBA', 'INTC', 'CMCSA', 'BIDU', 'ADI', 'CTAS', 'AEP', 'SWKS', 'MCHP', 'TXN']",17.33,33.09,0
2020-07-06,"['NTES', 'MNST', 'AMAT', 'LRCX', 'WBA', 'CTAS', 'CMCSA', 'BIDU', 'ADI', 'MCHP', 'ORLY', 'AEP', 'SWKS', 'INTC', 'TXN', 'ROST']",17.8,33.29,0
2020-07-09,"['NTES', 'MCHP', 'EXC', 'MNST', 'CMCSA', 'CTAS', 'AMAT', 'BIDU', 'ORLY', 'WBA', 'ADI', 'AEP', 'SWKS', 'ROST', 'INTC', 'TXN']",12.4,37.08,0
2020-07-10,"['NTES', 'CMCSA', 'AMAT', 'FAST', 'CTAS', 'BKNG', 'AEP', 'BIDU', 'ADI', 'ORLY', 'SWKS', 'AMD', 'ROST', 'TXN', 'MCHP', 'INTC']",22.18,37.42,0
2020-07-11,"['AAPL', 'CMCSA', 'FAST', 'WBA', 'AMAT', 'LRCX', 'BKNG', 'AEP', 'BIDU', 'INTC', 'ADI', 'SWKS', 'MCHP', 'AMD', 'TXN', 'CTAS']",24.9,37.11,0
2020-07-12,"['FAST', 'COST', 'NTES', 'AAPL', 'CMCSA', 'AMAT', 'LRCX', 'CTAS', 'BKNG', 'AEP', 'ADI', 'AMD', 'SWKS', 'BIDU', 'MCHP', 'TXN']",31.15,37.18,0
2020-07-13,"['NTES', 'AAPL', 'CMCSA', 'CTAS', 'AMAT', 'EA', 'MCHP', 'LRCX', 'ROST', 'AMGN', 'BKNG', 'AEP', 'ADI', 'SWKS', 'TXN', 'BIDU']",29.26,36.6,0
2020-07-16,"['AMD', 'MCHP', 'MTCH', 'NTES', 'AAPL', 'WBA', 'CMCSA', 'EA', 'AMAT', 'AEP', 'ROST', 'AMGN', 'LRCX', 'ADI', 'BIDU', 'TXN']",29.49,35.14,0
2020-07-17,"['CMCSA', 'AAPL', 'INTC', 'AMAT', 'FAST', 'AEP', 'EA', 'NTES', 'LRCX', 'WBA', 'ADI', 'MNST', 'CTAS', 'ROST', 'TXN', 'BIDU']",23.26,34.97,0
2020-07-18,"['AAPL', 'PEP', 'AMAT', 'AEP', 'CTAS', 'EXC', 'NTES', 'ROST', 'LRCX', 'ADI', 'MNST', 'WBA', 'EA', 'SWKS', 'TXN', 'BIDU']",24.68,35.58,0
2020-07-19,"['EXC', 'AMD', 'PEP', 'AAPL', 'AMAT', 'CMCSA', 'AEP', 'CTAS', 'FAST', 'NTES', 'EA', 'LRCX', 'ADI', 'WBA', 'TXN', 'BIDU']",26.28,35.46,0
2020-07-20,"['AAPL', 'MNST', 'BKNG', 'MCHP', 'AMAT', 'CMCSA', 'WBA', 'AEP', 'CTAS', 'ADI', 'LRCX', 'ROST', 'FAST', 'NTES', 'TXN', 'BIDU']",18.14,36.2,0
2020-07-23,"['ASML', 'MNST', 'AAPL', 'KLAC', 'LRCX', 'CMCSA', 'AMAT', 'AEP', 'AMD', 'SPLK', 'CTAS', 'ADI', 'NTES', 'TXN', 'BIDU', 'ROST']",31.94,37.55,0
2020-07-24,"['MNST', 'AMD', 'ADP', 'AAPL', 'SPLK', 'CMCSA', 'LRCX', 'PEP', 'WBA', 'CTAS', 'ADI', 'AEP', 'AMAT', 'ROST', 'TXN', 'BIDU']",17.08,34.28,0
2020-07-25,"['EA', 'AMD', 'MTCH', 'AMGN', 'ROST', 'ADP', 'AAPL', 'WBA', 'CMCSA', 'LRCX', 'CTAS', 'ADI', 'AEP', 'AMAT', 'TXN', 'BIDU']",20.31,32.63,0
2020-07-26,"['ADP', 'NXPI', 'AMGN', 'AAPL', 'CMCSA', 'SPLK', 'LRCX', 'WBA', 'ROST', 'CTAS', 'AMAT', 'ADI', 'AEP', 'FAST', 'TXN', 'BIDU']",15.8,33.58,0
2020-07-27,"['ROST', 'AMGN', 'EA', 'AMD', 'ADP', 'MTCH', 'AAPL', 'LRCX', 'CMCSA', 'CTAS', 'PEP', 'ADI', 'AEP', 'AMAT', 'TXN', 'BIDU']",22.83,32.55,0
2020-07-30,"['GOOG', 'MTCH', 'AAPL', 'SPLK', 'CMCSA', 'WBA', 'AMGN', 'LRCX', 'CTAS', 'PEP', 'BIDU', 'ADI', 'AEP', 'AMAT', 'ROST', 'TXN']",20.2,34.56,0
2020-07-31,"['SPLK', 'GOOG', 'FAST', 'AAPL', 'KLAC', 'CMCSA', 'LRCX', 'AMGN', 'CTAS', 'WBA', 'BIDU', 'ADI', 'AEP', 'ROST', 'AMAT', 'TXN']",25.51,35.51,0
2020-08-01,"['AAPL', 'KLAC', 'WBA', 'FAST', 'CMCSA', 'LRCX', 'EXC', 'SPLK', 'CTAS', 'AMAT', 'ADI', 'AEP', 'ORLY', 'BIDU', 'ROST', 'TXN']",25.86,38.68,0
2020-08-02,"['MNST', 'ROST', 'AAPL', 'AMD', 'CMCSA', 'BKNG', 'CTAS', 'ORLY', 'LRCX', 'ADI', 'AEP', 'FAST', 'MCHP', 'AMAT', 'BIDU', 'TXN']",39.29,39.18,1
2020-08-03,"['CTAS', 'CMCSA', 'ADBE', 'PCAR', 'LRCX', 'MNST', 'ADI', 'AEP', 'FAST', 'SWKS', 'AMAT', 'BIDU', 'MCHP', 'ROST', 'WBA', 'TXN']",26.91,40.65,0
2020-08-06,"['INTC', 'PCAR', 'BKNG', 'LRCX', 'ASML', 'ADI', 'MNST', 'SWKS', 'AMAT', 'AEP', 'MCHP', 'ADBE', 'FAST', 'TXN', 'BIDU', 'WBA']",31.67,46.15,0
2020-08-07,"['CTSH', 'ORLY', 'ASML', 'LRCX', 'BKNG', 'ADI', 'ADBE', 'SWKS', 'AMAT', 'AEP', 'ROST', 'TXN', 'BIDU', 'FAST', 'MNST', 'WBA']",27.19,46.08,0
2020-08-08,"['BKNG', 'AMD', 'LRCX', 'MCHP', 'CTAS', 'EA', 'ADI', 'SWKS', 'AMAT', 'AEP', 'PCAR', 'BIDU', 'TXN', 'FAST', 'MNST', 'WBA']",37.52,44.38,0
2020-08-09,"['INTC', 'LRCX', 'CTAS', 'PCAR', 'AMD', 'ORLY', 'ADBE', 'ADI', 'SWKS', 'AMAT', 'AEP', 'MCHP', 'FAST', 'WBA', 'BIDU', 'TXN']",38.92,42.21,0
2020-08-10,"['CTAS', 'WBA', 'LRCX', 'EA', 'AMD', 'ADI', 'ADBE', 'SWKS', 'PCAR', 'MCHP', 'AMAT', 'AEP', 'BIDU', 'TXN', 'MNST', 'INTC']",36.89,43.15,0
2020-08-13,"['AAPL', 'LRCX', 'COST', 'CTAS', 'EA', 'AMD', 'ADI', 'AMAT', 'SWKS', 'AEP', 'MNST', 'BIDU', 'WBA', 'TXN', 'PCAR', 'INTC']",47.84,44.49,1
2020-08-14,"['MCHP', 'FAST', 'INTC', 'LRCX', 'CTAS', 'EA', 'ADI', 'WBA', 'SWKS', 'AMAT', 'AEP', 'AMD', 'MNST', 'BIDU', 'PCAR', 'TXN']",42.89,42.52,1
2020-08-15,"['AMGN', 'MCHP', 'NXPI', 'CTAS', 'COST', 'ORLY', 'ADI', 'AMAT', 'SWKS', 'MNST', 'WBA', 'AMD', 'BIDU', 'TXN', 'PCAR', 'INTC']",32.56,45.4,0
2020-08-16,"['AAPL', 'LRCX', 'ASML', 'WBA', 'AMD', 'COST', 'ADBE', 'CTAS', 'ADI', 'BIDU', 'SWKS', 'AMAT', 'TXN', 'MNST', 'PCAR', 'INTC']",47.0,45.51,1
2020-08-17,"['AAPL', 'LRCX', 'FAST', 'AEP', 'WBA', 'NXPI', 'MCHP', 'CTAS', 'ADI', 'SWKS', 'AMAT', 'INTC', 'TXN', 'MNST', 'BIDU', 'PCAR']",32.98,43.91,0
2020-08-20,"['INTC', 'FAST', 'EA', 'LRCX', 'AEP', 'ROST', 'CTAS', 'MCHP', 'WBA', 'ADI', 'SWKS', 'AMAT', 'BIDU', 'TXN', 'MNST', 'PCAR']",26.01,43.77,0
2020-08-21,"['ADP', 'NVDA', 'WBA', 'ADBE', 'LRCX', 'AEP', 'CTAS', 'NXPI', 'ADI', 'INTC', 'AMAT', 'SWKS', 'TXN', 'BIDU', 'MNST', 'PCAR']",34.11,45.93,0
2020-08-22,"['NVDA', 'TSLA', 'COST', 'CTAS', 'LRCX', 'AEP', 'ATVI', 'AMD', 'ADI', 'SWKS', 'AMAT', 'PCAR', 'MNST', 'WBA', 'TXN', 'BIDU']",106.71,45.73,1
2020-08-23,"['MCHP', 'NXPI', 'MTCH', 'AMD', 'ROST', 'CTAS', 'LRCX', 'AEP', 'ADI', 'WBA', 'AMAT', 'MNST', 'BIDU', 'TXN', 'SWKS', 'PCAR']",35.15,46.06,0
2020-08-24,"['CTAS', 'ADBE', 'LRCX', 'AEP', 'ORLY', 'ADI', 'TSLA', 'ROST', 'AMAT', 'MNST', 'INTC', 'BIDU', 'WBA', 'TXN', 'PCAR', 'SWKS']",78.78,49.22,1
2020-08-27,"['AMD', 'NVDA', 'LRCX', 'CTAS', 'AEP', 'TSLA', 'ADI', 'INTC', 'MCHP', 'AMAT', 'MNST', 'BIDU', 'ROST', 'TXN', 'SWKS', 'PCAR']",104.26,51.26,1
2020-08-28,"['WBA', 'CTAS', 'AEP', 'AMD', 'ADI', 'TSLA', 'AMGN', 'INTC', 'AMAT', 'MNST', 'MCHP', 'ROST', 'BIDU', 'TXN', 'PCAR', 'SWKS']",83.85,51.15,1
2020-08-29,"['LRCX', 'AMD', 'PAYX', 'CMCSA', 'AEP', 'ADI', 'MCHP', 'AMGN', 'AMAT', 'PCAR', 'BIDU', 'TXN', 'INTC', 'SWKS', 'ROST', 'MNST']",31.96,51.31,0
2020-08-30,"['CTAS', 'ADBE', 'AEP', 'AMD', 'CTSH', 'LRCX', 'WBA', 'SWKS', 'CMCSA', 'ADI', 'AMAT', 'PCAR', 'TXN', 'MNST', 'BIDU', 'ROST']",36.16,49.78,0
2020-08-31,"['LRCX', 'SWKS', 'AEP', 'CMCSA', 'ADI', 'WBA', 'AMD', 'PEP', 'CTAS', 'AMAT', 'AAPL', 'ROST', 'PCAR', 'TXN', 'BIDU', 'MNST']",36.98,50.02,0
2020-09-04,"['SWKS', 'INTC', 'WBA', 'CMCSA', 'ADI', 'AMD', 'FAST', 'PEP', 'CTAS', 'AMAT', 'PCAR', 'AAPL', 'BIDU', 'TXN', 'MNST', 'ROST']",32.27,49.38,0
2020-09-05,"['AEP', 'AMGN', 'PEP', 'ADI', 'CMCSA', 'AMD', 'CTAS', 'AMAT', 'WBA', 'SWKS', 'AAPL', 'PCAR', 'TXN', 'BIDU', 'ROST', 'MNST']",29.94,46.6,0
2020-09-06,"['NTES', 'FAST', 'PCAR', 'AEP', 'LRCX', 'WBA', 'ADI', 'ROST', 'CMCSA', 'CTAS', 'AMAT', 'AMD', 'AAPL', 'TXN', 'BIDU', 'MNST']",33.66,44.77,0
2020-09-07,"['PCAR', 'AEP', 'ADBE', 'FAST', 'ROST', 'PEP', 'LRCX', 'ADI', 'CMCSA', 'CTAS', 'AMAT', 'AMD', 'AAPL', 'BIDU', 'TXN', 'MNST']",35.57,44.87,0
2020-09-10,"['PEP', 'ADBE', 'MCHP', 'WBA', 'ADI', 'ROST', 'LRCX', 'AEP', 'AMAT', 'CTAS', 'CMCSA', 'AMD', 'AAPL', 'TXN', 'BIDU', 'MNST']",26.5,43.21,0
2020-09-11,"['NTES', 'LRCX', 'EXC', 'CTAS', 'AMAT', 'ROST', 'AMD', 'ADI', 'MCHP', 'AEP', 'CMCSA', 'ADBE', 'AAPL', 'BIDU', 'TXN', 'MNST']",28.88,41.5,0
2020-09-12,"['MTCH', 'WBA', 'AMD', 'CTAS', 'LRCX', 'NTES', 'AMAT', 'ADI', 'ROST', 'ADBE', 'CMCSA', 'AEP', 'AAPL', 'TXN', 'BIDU', 'MNST']",29.06,39.87,0
2020-09-13,"['GOOG', 'LRCX', 'NTES', 'AMD', 'AMAT', 'ROST', 'PEP', 'CTAS', 'ADI', 'AEP', 'CMCSA', 'ADBE', 'AAPL', 'TXN', 'BIDU', 'MNST']",30.73,39.45,0
2020-09-14,"['CMCSA', 'COST', 'LRCX', 'NTES', 'AMAT', 'CTAS', 'MTCH', 'ADI', 'AMD', 'ADBE', 'AEP', 'ROST', 'AAPL', 'BIDU', 'TXN', 'MNST']",31.86,39.81,0
2020-09-17,"['MTCH', 'LRCX', 'AEP', 'ORLY', 'ADBE', 'AMAT', 'NTES', 'ADI', 'AMD', 'CTAS', 'ROST', 'AAPL', 'COST', 'TXN', 'BIDU', 'MNST']",36.31,41.82,0
2020-09-18,"['MCHP', 'GOOG', 'CMCSA', 'SPLK', 'AMD', 'LRCX', 'COST', 'AEP', 'NTES', 'AMAT', 'ADI', 'ROST', 'AAPL', 'TXN', 'BIDU', 'MNST']",30.76,39.78,0
2020-09-19,"['TSLA', 'SPLK', 'COST', 'LRCX', 'AMAT', 'AEP', 'NTES', 'ADI', 'CTAS', 'ADBE', 'ROST', 'CMCSA', 'AAPL', 'TXN', 'MNST', 'BIDU']",76.13,38.54,1
2020-09-20,"['ROST', 'AEP', 'NTES', 'CTAS', 'AMGN', 'ADI', 'LRCX', 'ADBE', 'SWKS', 'CMCSA', 'MNST', 'ORLY', 'AAPL', 'COST', 'BIDU', 'TXN']",28.46,38.38,0
2020-09-21,"['WBA', 'SWKS', 'SPLK', 'ROST', 'NTES', 'AMGN', 'ADBE', 'LRCX', 'ADI', 'COST', 'AEP', 'CMCSA', 'MNST', 'AAPL', 'BIDU', 'TXN']",27.96,39.43,0
2020-09-24,"['WBA', 'AMD', 'AMAT', 'SPLK', 'CTAS', 'ADBE', 'ADI', 'AEP', 'CMCSA', 'AAPL', 'MCHP', 'BIDU', 'MNST', 'TXN', 'COST', 'ROST']",25.57,38.64,0
2020-09-25,"['CTAS', 'MCHP', 'SWKS', 'AMGN', 'GILD', 'CMCSA', 'ADBE', 'ADI', 'WBA', 'AEP', 'AAPL', 'COST', 'TXN', 'BIDU', 'ROST', 'MNST']",18.0,40.43,0
2020-09-26,"['AMD', 'AMAT', 'GOOG', 'CTSH', 'COST', 'CTAS', 'ROST', 'ADBE', 'AMGN', 'ADI', 'AEP', 'AAPL', 'TXN', 'CMCSA', 'BIDU', 'MNST']",31.85,41.63,0
2020-09-27,"['AMD', 'MCHP', 'AMAT', 'NTES', 'AMGN', 'CTSH', 'CTAS', 'COST', 'ADI', 'AEP', 'AAPL', 'ROST', 'TXN', 'CMCSA', 'BIDU', 'MNST']",30.29,42.0,0
2020-09-28,"['MTCH', 'AMAT', 'ROST', 'COST', 'MCHP', 'AMGN', 'CTSH', 'CTAS', 'ADBE', 'ADI', 'AEP', 'AAPL', 'TXN', 'CMCSA', 'BIDU', 'MNST']",23.09,43.24,0
2020-10-01,"['SPLK', 'CTSH', 'LRCX', 'GOOG', 'AMAT', 'AEP', 'MELI', 'PEP', 'ADI', 'CTAS', 'ADBE', 'COST', 'AAPL', 'TXN', 'BIDU', 'MNST']",37.22,44.6,0
2020-10-02,"['AMAT', 'NTES', 'LRCX', 'CMCSA', 'AEP', 'SWKS', 'PEP', 'ADI', 'ADBE', 'CTAS', 'COST', 'FAST', 'AAPL', 'TXN', 'BIDU', 'MNST']",38.95,47.0,0
2020-10-03,"['CTSH', 'LRCX', 'NTES', 'MELI', 'CTAS', 'AMAT', 'SWKS', 'INTC', 'MCHP', 'COST', 'INTU', 'AAPL', 'ADBE', 'TXN', 'BIDU', 'MNST']",39.63,45.91,0
2020-10-04,"['MCHP', 'NTES', 'CMCSA', 'SWKS', 'ADBE', 'PEP', 'CTAS', 'MTCH', 'FAST', 'COST', 'AMAT', 'AAPL', 'TXN', 'INTU', 'MNST', 'BIDU']",36.45,44.81,0
2020-10-05,"['AMD', 'FAST', 'JD', 'MTCH', 'TSLA', 'PEP', 'SWKS', 'LRCX', 'CTAS', 'ORLY', 'COST', 'AAPL', 'INTC', 'TXN', 'BIDU', 'MNST']",100.58,43.34,1
2020-10-08,"['ADBE', 'MCHP', 'ADI', 'MTCH', 'MELI', 'NTES', 'LRCX', 'FAST', 'INTU', 'INTC', 'CTAS', 'PEP', 'AAPL', 'MNST', 'BIDU', 'TXN']",42.78,45.72,0
2020-10-09,"['CTSH', 'MELI', 'MCHP', 'ADBE', 'CTAS', 'ATVI', 'CMCSA', 'PEP', 'FAST', 'NTES', 'PCAR', 'WBA', 'AAPL', 'BIDU', 'MNST', 'TXN']",38.16,47.75,0
2020-10-10,"['AEP', 'MTCH', 'CMCSA', 'PCAR', 'CTSH', 'NTES', 'ORLY', 'AMAT', 'PEP', 'COST', 'CTAS', 'AAPL', 'WBA', 'BIDU', 'MNST', 'TXN']",24.85,48.3,0
2020-10-11,"['MTCH', 'MCHP', 'PCAR', 'ADBE', 'AMGN', 'MELI', 'COST', 'CTAS', 'NTES', 'INTU', 'PEP', 'AAPL', 'AMAT', 'BIDU', 'MNST', 'TXN']",40.87,47.53,0
2020-10-12,"['LRCX', 'GILD', 'ADI', 'JD', 'ISRG', 'AMGN', 'MTCH', 'COST', 'CTAS', 'PEP', 'AMD', 'AAPL', 'TXN', 'AMAT', 'BIDU', 'MNST']",46.04,46.24,0
2020-10-15,"['LRCX', 'GOOG', 'GILD', 'NTES', 'ADI', 'AMD', 'AMAT', 'ISRG', 'MTCH', 'COST', 'CTAS', 'PEP', 'AAPL', 'BIDU', 'TXN', 'MNST']",43.09,48.5,0
2020-10-16,"['AEP', 'LRCX', 'JD', 'GOOG', 'ADI', 'COST', 'NTES', 'MTCH', 'AMD', 'CTAS', 'WBA', 'AMAT', 'AAPL', 'BIDU', 'MNST', 'TXN']",47.08,46.56,1
2020-10-17,"['GOOG', 'COST', 'INTC', 'PEP', 'NTES', 'LRCX', 'MTCH', 'INTU', 'AMD', 'AMAT', 'CTAS', 'ADBE', 'AAPL', 'BIDU', 'MNST', 'TXN']",47.43,46.26,1
2020-10-18,"['TCOM', 'ISRG', 'GOOG', 'NTES', 'LRCX', 'MTCH', 'WBA', 'PEP', 'AMAT', 'ADBE', 'CTAS', 'BIDU', 'AAPL', 'INTU', 'TXN', 'MNST']",34.1,45.99,0
2020-10-19,"['NTES', 'GOOG', 'MELI', 'LRCX', 'AMAT', 'MTCH', 'AEP', 'WBA', 'CTAS', 'ADBE', 'BIDU', 'INTU', 'MCHP', 'AAPL', 'TXN', 'MNST']",42.7,46.95,0
2020-10-22,"['COST', 'ADI', 'JD', 'CTAS', 'PEP', 'LRCX', 'AMAT', 'ADBE', 'MCHP', 'WBA', 'MTCH', 'INTU', 'BIDU', 'AAPL', 'MNST', 'TXN']",42.29,44.57,0
2020-10-23,"['MELI', 'MCHP', 'INTC', 'AMAT', 'CTSH', 'CTAS', 'LRCX', 'INTU', 'PEP', 'WBA', 'MTCH', 'AAPL', 'ADBE', 'MNST', 'BIDU', 'TXN']",35.54,45.36,0
2020-10-24,"['JD', 'COST', 'AMGN', 'WBA', 'MCHP', 'AMAT', 'LRCX', 'PEP', 'CTAS', 'INTU', 'MTCH', 'ADBE', 'AAPL', 'MNST', 'TXN', 'BIDU']",38.21,45.37,0
2020-10-25,"['JD', 'COST', 'CMCSA', 'MCHP', 'GOOG', 'CTAS', 'LRCX', 'AMAT', 'PEP', 'MTCH', 'INTU', 'ADBE', 'AAPL', 'TXN', 'MNST', 'BIDU']",40.01,44.39,0
2020-10-26,"['NTES', 'GOOG', 'COST', 'ADBE', 'GILD', 'MCHP', 'CTAS', 'LRCX', 'PEP', 'AMAT', 'MTCH', 'INTU', 'AAPL', 'MNST', 'TXN', 'BIDU']",34.28,43.6,0
2020-10-29,"['INTC', 'MTCH', 'ADBE', 'JD', 'GILD', 'COST', 'LRCX', 'MELI', 'CTAS', 'AMAT', 'INTU', 'AAPL', 'MNST', 'PEP', 'TXN', 'BIDU']",39.3,37.99,1
2020-10-30,"['ADI', 'NTES', 'ADBE', 'TCOM', 'MTCH', 'JD', 'GILD', 'LRCX', 'PEP', 'CTAS', 'AMAT', 'INTU', 'AAPL', 'BIDU', 'TXN', 'MNST']",37.9,40.52,0
2020-10-31,"['MTCH', 'AEP', 'MELI', 'INTU', 'ADBE', 'TCOM', 'LRCX', 'CTAS', 'MCHP', 'AMAT', 'CMCSA', 'AAPL', 'BIDU', 'TXN', 'PEP', 'MNST']",29.57,37.49,0
2020-11-01,"['JD', 'TCOM', 'AEP', 'AMAT', 'GILD', 'MELI', 'CTAS', 'LRCX', 'CMCSA', 'INTU', 'BIDU', 'COST', 'AAPL', 'TXN', 'PEP', 'MNST']",30.85,37.45,0
2020-11-02,"['WBA', 'ADI', 'NTES', 'COST', 'JD', 'CMCSA', 'AEP', 'AMAT', 'PEP', 'LRCX', 'CTAS', 'INTU', 'BIDU', 'AAPL', 'TXN', 'MNST']",24.25,36.54,0
2020-11-05,"['JD', 'ADI', 'CTAS', 'AMAT', 'AEP', 'EBAY', 'MTCH', 'NTES', 'MELI', 'CMCSA', 'LRCX', 'BIDU', 'AAPL', 'INTU', 'TXN', 'MNST']",52.13,42.34,1
2020-11-06,"['NTES', 'MELI', 'ADI', 'CTAS', 'JD', 'AEP', 'AMAT', 'MTCH', 'LRCX', 'EBAY', 'CMCSA', 'AAPL', 'INTU', 'TXN', 'BIDU', 'MNST']",55.37,44.89,1
2020-11-07,"['CTAS', 'AMAT', 'JD', 'AEP', 'MCHP', 'MTCH', 'NTES', 'LRCX', 'EBAY', 'BIDU', 'CMCSA', 'AAPL', 'MELI', 'INTU', 'TXN', 'MNST']",57.24,45.19,1
2020-11-08,"['TSLA', 'ADI', 'CTAS', 'JD', 'AMAT', 'NTES', 'EBAY', 'LRCX', 'AEP', 'MCHP', 'BIDU', 'INTU', 'CMCSA', 'AAPL', 'TXN', 'MNST']",73.47,44.85,1
2020-11-09,"['BKNG', 'JD', 'ADI', 'MCHP', 'MELI', 'CTAS', 'LRCX', 'AEP', 'BIDU', 'EBAY', 'CMCSA', 'INTU', 'AMAT', 'AAPL', 'TXN', 'MNST']",49.34,44.46,1
2020-11-12,"['PEP', 'JD', 'ADI', 'AEP', 'NTES', 'CTAS', 'MCHP', 'EBAY', 'LRCX', 'INTU', 'AMAT', 'MELI', 'AAPL', 'BIDU', 'TXN', 'MNST']",49.23,42.99,1
2020-11-13,"['TSLA', 'JD', 'AEP', 'LRCX', 'NTES', 'TCOM', 'EBAY', 'AMAT', 'MELI', 'INTU', 'AAPL', 'TXN', 'CTAS', 'MCHP', 'BIDU', 'MNST']",76.69,42.23,1
2020-11-14,"['ADI', 'TSLA', 'MELI', 'JD', 'AEP', 'COST', 'CMCSA', 'MCHP', 'AMAT', 'LRCX', 'CTAS', 'AAPL', 'TXN', 'INTU', 'BIDU', 'MNST']",74.99,43.09,1
2020-11-15,"['MTCH', 'TSLA', 'ADI', 'CMCSA', 'JD', 'AEP', 'MCHP', 'AMAT', 'LRCX', 'MELI', 'INTU', 'CTAS', 'AAPL', 'TXN', 'BIDU', 'MNST']",79.96,43.17,1
2020-11-16,"['ADI', 'JD', 'MCHP', 'AEP', 'MTCH', 'AMD', 'LRCX', 'AMAT', 'BIDU', 'CMCSA', 'EBAY', 'INTU', 'AAPL', 'TXN', 'CTAS', 'MNST']",49.62,42.43,1
2020-11-19,"['GOOG', 'ADI', 'AEP', 'INTU', 'MTCH', 'AMD', 'LRCX', 'MELI', 'AMAT', 'AAPL', 'MCHP', 'CMCSA', 'BIDU', 'TXN', 'CTAS', 'MNST']",47.27,42.08,1
2020-11-20,"['NTES', 'TCOM', 'AMD', 'ADI', 'INTU', 'AEP', 'MTCH', 'LRCX', 'AMAT', 'MELI', 'CMCSA', 'CTAS', 'BIDU', 'MCHP', 'TXN', 'MNST']",47.11,42.71,1
2020-11-21,"['NTES', 'AEP', 'ADI', 'MTCH', 'LRCX', 'AMAT', 'TCOM', 'EBAY', 'CTAS', 'CMCSA', 'PEP', 'BIDU', 'AAPL', 'MCHP', 'TXN', 'MNST']",35.56,42.63,0
2020-11-22,"['TCOM', 'MELI', 'TSLA', 'ADI', 'KLAC', 'CMCSA', 'MCHP', 'LRCX', 'AMAT', 'GOOG', 'PEP', 'CTAS', 'AAPL', 'BIDU', 'TXN', 'MNST']",77.3,42.85,1
