Date,Portfolio,Portfolio Returns,Index Returns,Over Index
2020-02-14,"['ALGN', 'SWKS', 'NTES', 'JD', 'ADI', 'INTU', 'MU', 'EXC', 'MAR', 'ATVI', 'SIRI', 'PCAR', 'BIDU', 'CMCSA', 'CTAS', 'KDP']",25.59,32.51,0
2020-02-15,"['MU', 'NTES', 'MAR', 'INTU', 'BKNG', 'EXC', 'SIRI', 'AMGN', 'EBAY', 'BIDU', 'AMAT', 'CMCSA', 'ATVI', 'ROST', 'PCAR', 'CTAS']",24.63,32.68,0
2020-02-16,"['KDP', 'ALGN', 'EXC', 'CTAS', 'ROST', 'BKNG', 'AMAT', 'AMGN', 'MRVL', 'INTU', 'NTES', 'CMCSA', 'SIRI', 'BIDU', 'ATVI', 'PCAR']",23.28,32.26,0
2020-02-20,"['AMAT', 'NTES', 'ADI', 'JD', 'EXC', 'SWKS', 'AMGN', 'CTAS', 'BKNG', 'KDP', 'ATVI', 'ROST', 'SIRI', 'CMCSA', 'PCAR', 'BIDU']",29.23,33.06,0
2020-02-21,"['VRTX', 'MU', 'ADI', 'CMCSA', 'NTES', 'AMAT', 'SWKS', 'JD', 'CTAS', 'KLAC', 'BKNG', 'ROST', 'BIDU', 'KDP', 'SIRI', 'ATVI']",32.84,32.14,1
2020-02-22,"['ALGN', 'CHKP', 'CTAS', 'EXC', 'ADI', 'MU', 'SWKS', 'BKNG', 'MRVL', 'KLAC', 'AMAT', 'JD', 'ATVI', 'SIRI', 'BIDU', 'ROST']",24.55,30.59,0
2020-02-23,"['CHKP', 'MNST', 'MU', 'ADI', 'CTAS', 'SWKS', 'MRVL', 'BKNG', 'PCAR', 'AMAT', 'ROST', 'KDP', 'JD', 'SIRI', 'ATVI', 'BIDU']",24.33,29.85,0
2020-02-26,"['BKNG', 'MU', 'ADI', 'INTU', 'PCAR', 'SWKS', 'MRVL', 'NTES', 'CTAS', 'AMAT', 'KDP', 'JD', 'ROST', 'SIRI', 'ATVI', 'BIDU']",21.53,22.91,0
2020-02-27,"['CMCSA', 'NTES', 'ADI', 'ALGN', 'INTU', 'MU', 'BKNG', 'SWKS', 'PCAR', 'KDP', 'CTAS', 'AMAT', 'SIRI', 'JD', 'ATVI', 'BIDU']",19.62,23.32,0
2020-02-28,"['INTU', 'ALGN', 'BKNG', 'CTSH', 'MRVL', 'MNST', 'SWKS', 'ROST', 'AMAT', 'KDP', 'CMCSA', 'ATVI', 'SIRI', 'JD', 'PCAR', 'BIDU']",7.96,18.38,0
2020-03-01,"['CHKP', 'INTU', 'ADI', 'ROST', 'BKNG', 'SWKS', 'KDP', 'AMAT', 'ALGN', 'JD', 'CTAS', 'CMCSA', 'SIRI', 'BIDU', 'ATVI', 'PCAR']",9.83,18.69,0
2020-03-02,"['CHKP', 'ADI', 'MU', 'SWKS', 'BKNG', 'AMAT', 'KDP', 'CTAS', 'ROST', 'CMCSA', 'SIRI', 'WBA', 'JD', 'PCAR', 'BIDU', 'ATVI']",10.12,17.99,0
2020-03-05,"['ASML', 'ADP', 'INTC', 'AMZN', 'WBA', 'AMGN', 'PCAR', 'BIDU', 'KDP', 'MNST', 'CTAS', 'ROST', 'CMCSA', 'AEP', 'LRCX', 'ATVI']",19.18,24.1,0
2020-03-06,"['KLAC', 'ADP', 'PCAR', 'INTC', 'BIDU', 'AMZN', 'TXN', 'ROST', 'KDP', 'AEP', 'SIRI', 'MNST', 'LRCX', 'CMCSA', 'WBA', 'ATVI']",13.47,20.99,0
2020-03-07,"['KLAC', 'ASML', 'SIRI', 'BIDU', 'AMGN', 'KDP', 'AEP', 'LRCX', 'AMZN', 'CMCSA', 'PCAR', 'TXN', 'WBA', 'INTC', 'ATVI', 'MNST']",15.97,19.87,0
2020-03-08,"['BIDU', 'KLAC', 'CTAS', 'SIRI', 'EBAY', 'LRCX', 'AEP', 'ATVI', 'AMZN', 'KDP', 'WBA', 'ROST', 'CMCSA', 'TXN', 'INTC', 'MNST']",12.69,21.1,0
2020-03-09,"['AMAT', 'WBA', 'ADP', 'BIDU', 'ROST', 'CTAS', 'AMZN', 'EBAY', 'AEP', 'KDP', 'INTC', 'LRCX', 'CMCSA', 'TXN', 'ATVI', 'MNST']",13.4,21.25,0
2020-03-12,"['SIRI', 'PCAR', 'KLAC', 'BIDU', 'CTAS', 'TXN', 'EBAY', 'WBA', 'INTC', 'AEP', 'KDP', 'ROST', 'LRCX', 'CMCSA', 'ATVI', 'MNST']",4.23,13.31,0
2020-03-13,"['BIDU', 'KLAC', 'SWKS', 'ROST', 'SIRI', 'CTAS', 'AMGN', 'EBAY', 'KDP', 'AEP', 'INTC', 'LRCX', 'WBA', 'CMCSA', 'ATVI', 'MNST']",-4.04,3.59,0
2020-03-14,"['SWKS', 'ADP', 'BIDU', 'AMGN', 'WBA', 'SIRI', 'AMAT', 'KDP', 'CTAS', 'ATVI', 'AEP', 'LRCX', 'CMCSA', 'INTC', 'ROST', 'MNST']",2.39,11.31,0
2020-03-15,"['KLAC', 'SWKS', 'KDP', 'BIDU', 'SIRI', 'AMAT', 'CTAS', 'MELI', 'WBA', 'AEP', 'CMCSA', 'INTC', 'ATVI', 'LRCX', 'ROST', 'MNST']",4.62,11.48,0
2020-03-16,"['MELI', 'PCAR', 'ADP', 'BIDU', 'WBA', 'SIRI', 'FISV', 'CTAS', 'INTC', 'CMCSA', 'AMAT', 'AEP', 'ATVI', 'ROST', 'LRCX', 'MNST']",4.98,10.55,0
2020-03-19,"['KLAC', 'EBAY', 'WBA', 'BIDU', 'FB', 'SIRI', 'MELI', 'CTAS', 'AMAT', 'INTC', 'CMCSA', 'AEP', 'ATVI', 'ROST', 'LRCX', 'MNST']",-9.14,3.06,0
2020-03-20,"['EBAY', 'SIRI', 'MELI', 'BIDU', 'FB', 'AMGN', 'WBA', 'CTAS', 'CMCSA', 'INTC', 'AMAT', 'AEP', 'ATVI', 'LRCX', 'ROST', 'MNST']",-11.25,3.32,0
2020-03-21,"['KLAC', 'SWKS', 'WBA', 'BIDU', 'EBAY', 'KDP', 'ROST', 'SIRI', 'CTAS', 'TXN', 'CMCSA', 'AEP', 'INTC', 'LRCX', 'ATVI', 'MNST']",-14.58,-0.99,0
2020-03-22,"['WBA', 'ADP', 'SIRI', 'CTAS', 'TXN', 'BIDU', 'GILD', 'CMCSA', 'EBAY', 'AEP', 'INTC', 'LRCX', 'ATVI', 'MNST', 'ROST', 'AMAT']",-13.56,-2.55,0
2020-03-23,"['KDP', 'SWKS', 'PEP', 'WBA', 'CTAS', 'TXN', 'CMCSA', 'AEP', 'LRCX', 'SIRI', 'ROST', 'INTC', 'AMAT', 'MNST', 'AMGN', 'COST']",-10.76,-0.36,0
2020-03-26,"['TSLA', 'SWKS', 'EBAY', 'PEP', 'SIRI', 'COST', 'AEP', 'LRCX', 'WBA', 'AMAT', 'TXN', 'ROST', 'KDP', 'CMCSA', 'PCAR', 'MNST']",1.07,6.7,0
2020-03-27,"['AMGN', 'PEP', 'MU', 'SWKS', 'CMCSA', 'WBA', 'PCAR', 'LRCX', 'SIRI', 'EBAY', 'AEP', 'KDP', 'TXN', 'AMAT', 'ROST', 'MNST']",1.49,11.5,0
2020-03-28,"['CTAS', 'PEP', 'WBA', 'SWKS', 'AMGN', 'EBAY', 'PCAR', 'AMAT', 'KDP', 'AEP', 'SIRI', 'CMCSA', 'LRCX', 'ROST', 'MNST', 'TXN']",-4.31,8.7,0
2020-03-29,"['PEP', 'EBAY', 'WBA', 'SWKS', 'CTAS', 'PCAR', 'KDP', 'BIDU', 'AMAT', 'AEP', 'SIRI', 'CMCSA', 'AMGN', 'LRCX', 'MNST', 'TXN']",-7.17,8.47,0
2020-03-30,"['WBA', 'PEP', 'MU', 'ATVI', 'BIDU', 'CTAS', 'SWKS', 'KDP', 'SIRI', 'AMAT', 'EBAY', 'AEP', 'CMCSA', 'LRCX', 'MNST', 'TXN']",-4.6,7.71,0
2020-04-02,"['ADP', 'SWKS', 'WBA', 'EBAY', 'MU', 'TXN', 'SIRI', 'KDP', 'CTAS', 'AEP', 'AMAT', 'CMCSA', 'ATVI', 'BIDU', 'LRCX', 'MNST']",-11.41,4.92,0
2020-04-03,"['MU', 'TXN', 'ROST', 'EBAY', 'PCAR', 'ADI', 'KDP', 'AEP', 'CTAS', 'ATVI', 'AMAT', 'CMCSA', 'SIRI', 'BIDU', 'LRCX', 'MNST']",-9.77,6.57,0
2020-04-04,"['KLAC', 'BIDU', 'SWKS', 'PCAR', 'TXN', 'EBAY', 'CTAS', 'ADI', 'AEP', 'AMAT', 'WBA', 'ATVI', 'CMCSA', 'ROST', 'LRCX', 'MNST']",-11.12,4.58,0
2020-04-05,"['SIRI', 'ADP', 'BIDU', 'TXN', 'ROST', 'SWKS', 'EBAY', 'ADI', 'AMAT', 'CTAS', 'AEP', 'WBA', 'LRCX', 'CMCSA', 'ATVI', 'MNST']",-13.7,4.62,0
2020-04-06,"['KLAC', 'AMGN', 'MELI', 'ATVI', 'AMAT', 'TXN', 'CTAS', 'EBAY', 'ADI', 'KDP', 'WBA', 'SWKS', 'AEP', 'LRCX', 'CMCSA', 'MNST']",-6.91,4.1,0
2020-04-09,"['MELI', 'AMAT', 'SIRI', 'TXN', 'CTAS', 'NTES', 'INTC', 'ADI', 'EBAY', 'SWKS', 'AEP', 'WBA', 'CMCSA', 'LRCX', 'ATVI', 'MNST']",3.76,13.08,0
2020-04-10,"['MU', 'KDP', 'SIRI', 'INTC', 'ROST', 'NTES', 'TXN', 'ADI', 'EBAY', 'AMAT', 'SWKS', 'AEP', 'CMCSA', 'LRCX', 'MNST', 'ATVI']",4.49,13.57,0
2020-04-11,"['CTAS', 'INTC', 'TXN', 'ADI', 'EBAY', 'AMGN', 'SWKS', 'AMAT', 'AEP', 'NTES', 'ROST', 'CMCSA', 'SIRI', 'LRCX', 'ATVI', 'MNST']",3.99,13.04,0
2020-04-12,"['INTC', 'WBA', 'MELI', 'TXN', 'EBAY', 'NTES', 'ADI', 'ROST', 'AMAT', 'SWKS', 'AEP', 'CMCSA', 'CTAS', 'LRCX', 'ATVI', 'MNST']",3.42,13.27,0
2020-04-13,"['WBA', 'MU', 'MELI', 'AMAT', 'NTES', 'KDP', 'CMCSA', 'ADI', 'CTAS', 'AEP', 'AMGN', 'INTC', 'LRCX', 'TXN', 'MNST', 'ATVI']",6.01,12.84,0
2020-04-16,"['AAPL', 'KDP', 'SWKS', 'WBA', 'CMCSA', 'ADI', 'INTC', 'SIRI', 'MELI', 'CTAS', 'AEP', 'AMAT', 'LRCX', 'TXN', 'ATVI', 'MNST']",6.0,17.11,0
2020-04-17,"['AAPL', 'AMAT', 'AMGN', 'KDP', 'CMCSA', 'ADI', 'CTAS', 'WBA', 'AEP', 'ROST', 'EXC', 'LRCX', 'TXN', 'INTC', 'ATVI', 'MNST']",6.36,18.59,0
2020-04-18,"['BIDU', 'ALGN', 'AAPL', 'AMAT', 'AMGN', 'CTAS', 'ADI', 'LRCX', 'WBA', 'CMCSA', 'AEP', 'ROST', 'EXC', 'TXN', 'ATVI', 'MNST']",3.73,19.2,0
2020-04-19,"['MCHP', 'WBA', 'CTAS', 'SWKS', 'AMGN', 'AMAT', 'SIRI', 'LRCX', 'EBAY', 'ADI', 'ROST', 'AEP', 'CMCSA', 'ATVI', 'TXN', 'MNST']",5.09,19.07,0
2020-04-23,"['AMGN', 'ROST', 'KDP', 'EXC', 'AAPL', 'WBA', 'AMAT', 'LRCX', 'ADI', 'AZN', 'SWKS', 'AEP', 'CMCSA', 'ATVI', 'TXN', 'MNST']",6.6,16.88,0
2020-04-24,"['CTAS', 'FISV', 'AAPL', 'SWKS', 'ATVI', 'AMAT', 'BIDU', 'LRCX', 'ADI', 'AEP', 'CMCSA', 'WBA', 'KDP', 'AMGN', 'TXN', 'MNST']",3.53,15.39,0
2020-04-25,"['BIDU', 'WBA', 'TSLA', 'AAPL', 'SIRI', 'ROST', 'SWKS', 'LRCX', 'ADI', 'MCHP', 'ATVI', 'AEP', 'CMCSA', 'KDP', 'TXN', 'MNST']",12.55,17.28,0
2020-04-26,"['EBAY', 'AAPL', 'ROST', 'FISV', 'SWKS', 'ATVI', 'INTC', 'AMAT', 'ADI', 'AEP', 'AMGN', 'WBA', 'LRCX', 'CMCSA', 'TXN', 'MNST']",8.84,16.88,0
2020-04-27,"['PEP', 'ROST', 'AAPL', 'SGEN', 'INTC', 'MU', 'AMAT', 'ADI', 'AEP', 'SWKS', 'ATVI', 'WBA', 'LRCX', 'CMCSA', 'TXN', 'MNST']",13.52,16.79,0
2020-04-30,"['TSLA', 'MU', 'BIDU', 'SGEN', 'AMAT', 'WBA', 'ADI', 'AEP', 'SWKS', 'INTC', 'ROST', 'LRCX', 'CMCSA', 'ATVI', 'TXN', 'MNST']",28.02,19.06,1
2020-05-01,"['AAPL', 'SIRI', 'BIDU', 'MELI', 'KLAC', 'AMAT', 'ADI', 'AEP', 'SWKS', 'INTC', 'MU', 'LRCX', 'CMCSA', 'ATVI', 'TXN', 'MNST']",9.32,19.8,0
2020-05-02,"['BIDU', 'EBAY', 'WBA', 'AMAT', 'KLAC', 'SWKS', 'KDP', 'AEP', 'ADI', 'LRCX', 'MU', 'INTC', 'CMCSA', 'ROST', 'TXN', 'MNST']",-3.77,17.3,0
2020-05-03,"['CTAS', 'AMAT', 'EBAY', 'CTSH', 'AEP', 'KLAC', 'ADI', 'MELI', 'LRCX', 'ROST', 'INTC', 'COST', 'CMCSA', 'WBA', 'TXN', 'MNST']",0.64,17.73,0
2020-05-04,"['BIDU', 'SIRI', 'AMAT', 'CTAS', 'ROST', 'AEP', 'WBA', 'KLAC', 'ADI', 'LRCX', 'SWKS', 'CMCSA', 'COST', 'CTSH', 'MNST', 'TXN']",-0.4,16.14,0
2020-05-07,"['NTES', 'BIDU', 'AMAT', 'SIRI', 'AEP', 'ADI', 'LRCX', 'KLAC', 'SWKS', 'CMCSA', 'ROST', 'COST', 'CTSH', 'MNST', 'TXN', 'CTAS']",5.35,19.67,0
2020-05-08,"['TSLA', 'PCAR', 'INTC', 'AMAT', 'SWKS', 'AEP', 'KLAC', 'ADI', 'LRCX', 'CMCSA', 'CTAS', 'CTSH', 'ROST', 'COST', 'MNST', 'TXN']",22.42,22.9,0
2020-05-09,"['KLAC', 'SWKS', 'AEP', 'WBA', 'ADI', 'LRCX', 'COST', 'AMAT', 'ROST', 'CMCSA', 'INTC', 'CTSH', 'CTAS', 'EXC', 'MNST', 'TXN']",8.19,24.52,0
2020-05-10,"['KLAC', 'EXC', 'BIDU', 'LRCX', 'SWKS', 'KDP', 'ADI', 'AEP', 'ROST', 'CTAS', 'AMAT', 'CMCSA', 'MNST', 'INTC', 'TXN', 'CTSH']",8.87,25.06,0
2020-05-11,"['AAPL', 'KLAC', 'ROST', 'LRCX', 'BIDU', 'AEP', 'SWKS', 'WBA', 'ADI', 'MNST', 'AMAT', 'CTAS', 'CMCSA', 'TXN', 'INTC', 'CTSH']",12.49,24.94,0
2020-05-14,"['AEP', 'COST', 'ADI', 'SIRI', 'AMAT', 'PCAR', 'WBA', 'LRCX', 'ROST', 'CTAS', 'SWKS', 'CTSH', 'INTC', 'CMCSA', 'TXN', 'MNST']",2.0,25.96,0
2020-05-15,"['CTAS', 'BIDU', 'PCAR', 'AEP', 'ADI', 'LRCX', 'COST', 'WBA', 'ROST', 'AMAT', 'SWKS', 'CTSH', 'INTC', 'CMCSA', 'TXN', 'MNST']",3.28,25.99,0
2020-05-16,"['EBAY', 'LRCX', 'CTAS', 'BIDU', 'AEP', 'ADI', 'PEP', 'SIRI', 'MNST', 'AMAT', 'CTSH', 'SWKS', 'ROST', 'INTC', 'CMCSA', 'TXN']",4.79,25.23,0
2020-05-17,"['CTAS', 'KDP', 'AEP', 'EXC', 'SGEN', 'ADI', 'EBAY', 'AMAT', 'CTSH', 'MNST', 'ROST', 'SWKS', 'PEP', 'INTC', 'CMCSA', 'TXN']",13.12,24.23,0
2020-05-18,"['TSLA', 'AMAT', 'KDP', 'NTES', 'BIDU', 'CTAS', 'AEP', 'LRCX', 'ADI', 'CTSH', 'SWKS', 'MNST', 'PEP', 'INTC', 'CMCSA', 'TXN']",26.13,25.25,1
2020-05-21,"['EXC', 'CTSH', 'ADI', 'MNST', 'SWKS', 'EBAY', 'ROST', 'BIDU', 'AMAT', 'PEP', 'CTAS', 'INTC', 'LRCX', 'CMCSA', 'SIRI', 'TXN']",11.8,30.55,0
2020-05-22,"['AAPL', 'AMAT', 'NTES', 'AEP', 'ROST', 'CTSH', 'BIDU', 'TSLA', 'ADI', 'MNST', 'SWKS', 'CTAS', 'LRCX', 'INTC', 'CMCSA', 'TXN']",39.88,28.41,1
2020-05-23,"['AEP', 'CTSH', 'BIDU', 'ADI', 'MNST', 'SWKS', 'CTAS', 'AZN', 'INTC', 'AMAT', 'ROST', 'CMCSA', 'WBA', 'LRCX', 'SIRI', 'TXN']",12.32,29.2,0
2020-05-24,"['WBA', 'CTSH', 'BIDU', 'MNST', 'AEP', 'ADI', 'SWKS', 'NTES', 'ROST', 'AMAT', 'CMCSA', 'INTC', 'CTAS', 'LRCX', 'SIRI', 'TXN']",14.14,30.73,0
2020-05-25,"['TSLA', 'ROST', 'AEP', 'WBA', 'BIDU', 'SIRI', 'ADI', 'SWKS', 'NTES', 'CTAS', 'CMCSA', 'INTC', 'AMAT', 'MNST', 'LRCX', 'TXN']",36.0,30.78,1
2020-05-29,"['ROST', 'SIRI', 'KDP', 'BIDU', 'AEP', 'ADI', 'NTES', 'WBA', 'SWKS', 'CTAS', 'MNST', 'INTC', 'AMAT', 'LRCX', 'CMCSA', 'TXN']",17.0,31.3,0
2020-05-30,"['SIRI', 'AEP', 'MNST', 'ADI', 'NTES', 'CMCSA', 'WBA', 'SWKS', 'COST', 'BKNG', 'BIDU', 'AMAT', 'CTAS', 'LRCX', 'INTC', 'TXN']",22.11,33.59,0
2020-05-31,"['PCAR', 'BIDU', 'SIRI', 'AEP', 'ADI', 'AMAT', 'NTES', 'CMCSA', 'WBA', 'SWKS', 'BKNG', 'INTC', 'CTAS', 'LRCX', 'MNST', 'TXN']",21.25,33.17,0
2020-06-01,"['BIDU', 'SIRI', 'KDP', 'ADI', 'NTES', 'AEP', 'AMAT', 'BKNG', 'SWKS', 'INTC', 'CMCSA', 'WBA', 'CTAS', 'LRCX', 'MNST', 'TXN']",17.11,34.77,0
2020-06-04,"['CTSH', 'GOOG', 'ROST', 'ADI', 'JD', 'BIDU', 'AEP', 'AMAT', 'SWKS', 'CMCSA', 'INTC', 'CTAS', 'SIRI', 'LRCX', 'MNST', 'TXN']",28.86,38.39,0
2020-06-05,"['ROST', 'MCHP', 'CTAS', 'BIDU', 'BKNG', 'ADI', 'SWKS', 'KDP', 'NTES', 'AEP', 'LRCX', 'GOOG', 'AMAT', 'MNST', 'TXN', 'INTC']",25.66,34.87,0
2020-06-06,"['AMGN', 'CMCSA', 'BIDU', 'AMAT', 'ADI', 'SWKS', 'AEP', 'SIRI', 'LRCX', 'KDP', 'MNST', 'AMD', 'WBA', 'TXN', 'MCHP', 'INTC']",26.86,36.11,0
2020-06-07,"['AMGN', 'CTAS', 'AMAT', 'MCHP', 'ADI', 'SWKS', 'AMD', 'GOOG', 'NTES', 'KDP', 'BIDU', 'WBA', 'MNST', 'SIRI', 'TXN', 'INTC']",28.09,35.32,0
2020-06-08,"['LRCX', 'EXC', 'WBA', 'AEP', 'SWKS', 'AMAT', 'ADI', 'BIDU', 'NTES', 'MCHP', 'AMD', 'CTAS', 'MNST', 'TXN', 'INTC', 'SIRI']",26.37,33.39,0
2020-06-11,"['AMGN', 'MCHP', 'LRCX', 'SWKS', 'AEP', 'NTES', 'AMAT', 'CTAS', 'ADI', 'INTC', 'KDP', 'SIRI', 'AMD', 'BIDU', 'TXN', 'MNST']",31.24,34.92,0
2020-06-12,"['CMCSA', 'WBA', 'SWKS', 'AEP', 'NTES', 'AMAT', 'AMD', 'ADI', 'INTC', 'CTAS', 'LRCX', 'MNST', 'KDP', 'BIDU', 'TXN', 'SIRI']",19.86,29.83,0
2020-06-13,"['CMCSA', 'LRCX', 'SWKS', 'AEP', 'NTES', 'WBA', 'AMAT', 'CTAS', 'AMD', 'ADI', 'SIRI', 'KDP', 'MNST', 'BIDU', 'INTC', 'TXN']",22.33,31.2,0
